q_gas,q_ch4,q_co2,q_h2,p_gas,p_gas_h2,p_gas_ch4,p_gas_co2,HRT,Qin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,406.0
4135.290964378691,2562.933527845833,1362.185018459074,0.07740975702627642,1.0957058192875737,2.0510847235164697e-05,0.6790867208856325,0.3609308424797161,,
4062.3119094658546,2517.03752618692,1338.535794399746,0.07601522900010323,1.094246238189317,2.0475871925206135e-05,0.6780027988479924,0.3605552183944093,,
3980.71466962624,2469.164465801433,1308.6616284366837,0.07463566107142092,1.0926142933925247,2.0485766213203946e-05,0.6777286522585332,0.35919741029278834,,
4032.113834380946,2498.9229100551042,1327.875748205572,0.07559291259539234,1.0936422766876188,2.0503291431742454e-05,0.6777903236055592,0.3601637047156378,,
4026.0858484468254,2495.515972237623,1325.538989359654,0.07554194556648582,1.0935217169689364,2.0517882908757485e-05,0.6778049483811777,0.36002850562986,,
4018.5891313674006,2491.300817369569,1322.6110846997847,0.07546539617751555,1.093371782627348,2.0532513289611433e-05,0.6778294388163715,0.3598540662226967,,
4021.1625616178526,2492.901461511841,1323.4623842548865,0.07556575079129235,1.093423251232357,2.0547627121741105e-05,0.6778627770650211,0.359872181465224,,
3948.0529580002035,2450.6573318362357,1296.0511017760336,0.07433827197347805,1.091961059160004,2.056064066612739e-05,0.6778081257211918,0.35846462772315596,,
4005.5471893374215,2484.0733225100876,1317.4120480715972,0.07540631581254266,1.0931109437867483,2.0578329289128878e-05,0.677901821062717,0.35952079931975217,,
4004.7771454010726,2483.634830717179,1317.1167930984684,0.07545092715378168,1.0930955429080214,2.0594172705661705e-05,0.6779029307000747,0.3595042729602511,,
3993.948367823763,2477.378113686953,1313.0560284983799,0.07532140141142542,1.0928789673564752,2.0610475602921837e-05,0.6778942002480087,0.3592964115578735,,
3993.9688419995846,2477.3919180464513,1313.0616688813457,0.07538417152556787,1.0928793768399916,2.062755360885968e-05,0.6778947564917731,0.3592962477196195,,
3990.1267177501977,2475.143542331941,1311.6493382526742,0.07538016380968729,1.0928025343550039,2.0644866661720576e-05,0.6778840190513727,0.3592301253619792,,
3985.317583138082,2472.316339240435,1309.8945355747594,0.07536058393312173,1.0927063516627615,2.066259137719606e-05,0.677867123723788,0.35915082027260625,,
3980.077172431884,2469.220066474126,1307.9979450347582,0.07533479513461432,1.0926015434486376,2.0680733029398362e-05,0.6778445590027438,0.3590685586378744,,
3975.2157066193504,2466.3239239308114,1306.2623047505622,0.0753170878927597,1.092504314132387,2.069931533871536e-05,0.67781718673923,0.3589986830028282,,
3970.9962839153955,2463.7803348693215,1304.785843100286,0.07531212465159841,1.0924199256783078,2.071834364283365e-05,0.6777852553545639,0.35894620690511103,,
3967.0009759637637,2461.3476074062687,1303.4120682593764,0.07531251404547054,1.0923400195192752,2.0737800056247436e-05,0.6777483821678909,0.35890315447633797,,
3963.1683161834076,2458.9910178111068,1302.1171391826554,0.07531714817051728,1.092263366323668,2.0757675485721304e-05,0.677706721641475,0.3588681419317171,,
3959.487982178389,2456.705292549397,1300.8964919737284,0.07532580518730352,1.0921897596435677,2.077795751187424e-05,0.6776604386884384,0.35884079792262735,,
3955.9524194959226,2454.486662778487,1299.746695465366,0.07533830634104131,1.0921190483899184,2.0798632213824833e-05,0.6776096763016567,0.3588208283810577,,
3952.605298373679,2452.3610036285268,1298.6834764166274,0.07535538260670571,1.0920521059674735,2.0819686778615912e-05,0.6775546244667943,0.35880891673891047,,
3949.455180339556,2450.333802950972,1297.7095002412354,0.0753771419345107,1.091989103606791,2.0841106910961694e-05,0.6774954242655321,0.358805093159358,,
3946.3994777067414,2448.3461381701586,1296.7859524664314,0.07540170969049576,1.0919279895541347,2.0862874561074975e-05,0.677432097659383,0.3588072839452006,,
3943.4733538166065,2446.4189719845394,1295.9253683928284,0.07542966416332328,1.091869467076332,2.0884976218247995e-05,0.6773648353933853,0.3588160016317385,,
3940.6644395946987,2444.5456314123658,1295.122635360921,0.07546073503519585,1.0918132887918939,2.090739634301485e-05,0.6772937524486861,0.35883088387187484,,
3937.9729991982026,2442.7267676165784,1294.3773522012307,0.07549487903135511,1.091759459983964,2.093012023688549e-05,0.6772189797249605,0.3588518050637765,,
3879.2626077964633,2408.408290428041,1272.7670269276866,0.07452481525806846,1.0905852521559292,2.0951317984182988e-05,0.6770808857931039,0.35781566996985115,,
3928.3731908700825,2436.6474205089994,1291.3111486517748,0.07549050801211693,1.0915674638174016,2.0976363081946026e-05,0.6770652674251448,0.3588134749541848,,
