S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.016216328,0.006449207,0.010332546,0.013470695,0.017963736,0.023338516,0.091832659,3.05E-07,0.058542407,0.08501222,0.078955942,9.265408057,4.141646626,0.83497672,1.892388111,0.01792763,1.108670044,0.900063919,0.037845672,0.380730664,0.175949615,0.733471452,0.335583967,16.18074819,6.82E-68,0.000698997,6.50283E-08,0.013407534,0.017886887,0.023223954,0.091490304,0.07511809,0.00989413,0.001325454,0.077630487,1.28E-05,1.687058668,0.014141296
