,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0,0.039643730997287206,0.0174929362569628,0.9921924820122227,0.0461387402535068,0.052719114275069846,0.10973724860077551,0.46133411474122366,8.207709943753167e-07,0.06367477617360388,0.05394040732147272,0.058064943548916476,0.03504741575251172,0.06018966301182449,1.5017979326020054,6.523397932602029,3.2207768989030154,0.22314649412068113,0.7137793136475518,0.19622261448705722,0.25160142322104206,0.07159754214478424,0.4560949559321434,0.19419585397550007,17.0472948315056,3.675377575576996e-63,0.005200000000000572,6.9334822410834365,0.045752433802789545,0.05231625404268092,0.10877552791240185,0.4582606353047125,0.043638493270741686,0.010301914050731033,0.0005479157640599712,0.057517027784856505,3.106231631044023e-05,1.7083186456758805,0.014622734846300441
1,0.025434007348334273,0.011301581058889426,0.32115438204770513,0.027206515208961595,0.03093699372223437,0.04722239514566655,0.18499376104054915,5.200147890011371e-07,0.06083653521537982,0.0679069186268385,0.06778000446256263,0.05163200280172147,0.07908000700100697,1.1140188251766365,4.806371766352896,2.3828517671766845,0.2529442573385353,0.7979898109075595,0.2644007403674658,0.2845496190572896,0.08369068982334632,0.5547050478988538,0.23297005339371699,17.080464005596962,2.3219220408574043e-57,0.005200000000002276,7.077802363348609,0.02704273993735751,0.03076705841822688,0.04692481755077245,0.18410809392781252,0.058073470457033025,0.00983344816980547,0.0008884011013052956,0.06689160336125734,2.0839528742028864e-05,1.6991936973185597,0.013989141093487027
2,0.020863816662019755,0.009291786430848626,0.2271225628976144,0.021754302691661728,0.024704447605804196,0.03497941372660032,0.1389207408328521,4.248724962818156e-07,0.05897878847799161,0.07284742030362236,0.0721283107026309,0.06268866771477723,0.08537733417810175,0.9524443338148503,4.090944333814854,2.033716500722276,0.261793888249523,0.8206935208466006,0.27844847314938165,0.2935314728405516,0.08686284415867951,0.5777407499848605,0.2422490333491912,17.102577335010032,1.992337266032851e-55,0.005200000000186314,7.120600173302474,0.021635570583291904,0.02458141881007363,0.03477955466521043,0.13831779557264778,0.06315682354776521,0.00969059675585715,0.0010418901655837298,0.07108642053704717,1.7582220704451458e-05,1.684436720039064,0.013824726445556015
3,0.017861368896938797,0.007966469961868212,0.17826544811366568,0.01831983727916668,0.02078825770535909,0.028140968030531843,0.11354474196720704,3.6277970700146983e-07,0.05751901783907595,0.07645041538096913,0.07545980736921956,0.07351981999355425,0.08919969875855686,0.8329216603618674,3.562052095144473,1.7755129253254085,0.2661491065033185,0.8298246860701339,0.2851930033754803,0.297355066480992,0.0883128865504736,0.5883071376024207,0.24651593761405696,17.1242396318262,3.875903965793283e-54,0.005200000003624676,7.14990383143696,0.018226340714685183,0.02069145506552874,0.027990616231707524,0.11308395820117931,0.06686085861687359,0.009589556764095536,0.0011649246943168216,0.07429488267490274,1.5403352566412044e-05,1.6720705174785175,0.013726318352757814
4,0.01489368236760389,0.006652616005478907,0.1373410678179283,0.015033123372765569,0.01704785541285155,0.022139705538651164,0.09127633360091958,3.0172400185934583e-07,0.055868520077065616,0.08042883021211084,0.07924778014480885,0.08911413965519462,0.09215214123428961,0.702296038371544,2.984841492916999,1.4934804211936796,0.26780549230892475,0.8290458551538114,0.28833634441918055,0.2976196888575533,0.08870587764342501,0.5916331509214471,0.24783099285328436,17.15542812054718,7.540205068775743e-53,0.005200000070514896,7.180284054361126,0.014961559668133282,0.01697381048835154,0.022029369341887074,0.09093085019107489,0.07094144773981553,0.009487382472295303,0.0013105812972756964,0.07793719884753315,1.3196617973588062e-05,1.657196859993178,0.013563547366796077
5,0.013508982020923344,0.006038256353721184,0.12029912442472,0.013534769470611078,0.015345095673700347,0.01956365248438346,0.08166530898822154,2.7334340412522725e-07,0.05501910250901739,0.08247303986229096,0.0812332273055666,0.0990124838486299,0.09295572334555581,0.6364630694273984,2.694495856312644,1.3514487025017539,0.26694563447139713,0.8228507698713103,0.28779711817729037,0.29565230116559565,0.08827405568962776,0.589032763279858,0.24673963545087638,17.175224325981254,3.0477277470125913e-52,0.005200000285018989,7.195314061572281,0.013472520126552995,0.01528070406083728,0.01946945490754505,0.08136667960849917,0.0730375865769078,0.009435453285383158,0.0013899133771029229,0.07984331392846368,1.2144317624970504e-05,1.649422614666815,0.013505093846618564
6,0.011960162202552969,0.005350078778143928,0.10256890223702907,0.011884482739673236,0.0134714635286589,0.016833967355421545,0.07141099731313084,2.416796879634858e-07,0.05400292382341667,0.08495127341677321,0.08366667274270882,0.11308979642686424,0.09308932675606693,0.558654090285872,2.3520826617144466,1.183723992571665,0.26393427955190296,0.808800107989905,0.2847709474460565,0.29089682095193564,0.08703935164139777,0.5810771246440182,0.2434379946114982,17.203376504265535,1.4668756754802163e-51,0.005200001371800392,7.212859904362892,0.011831978127633124,0.013417163406741733,0.016756107564127026,0.07116016870704671,0.0755746465007096,0.009376626916063613,0.0014895192395530312,0.0821771535031558,1.0944320843246304e-05,1.6398471527882603,0.013417492428661245
7,0.011165962322192661,0.00499678619393706,0.09397538440488398,0.011048541998993975,0.012523112382877037,0.015492424722253501,0.06633654899114672,2.2547618324120756e-07,0.053452209697509814,0.08631753874893229,0.08502056611677382,0.12197140032904352,0.09270045360046288,0.5168869697794215,2.168729075042573,1.0937778230901838,0.2611967181605229,0.7975260456360684,0.2818337018810392,0.2869974148332179,0.08597569395246418,0.5741122291291533,0.2405525453652792,17.221135861476856,3.295653387409669e-51,0.0052000030820462196,7.2222873728444705,0.011000774129146169,0.01247371448972398,0.015422301507711527,0.06610853046696544,0.0769725474104631,0.009344991338469194,0.001546234790224562,0.08347433132654926,1.0318630456167973e-05,1.6346077218584565,0.013379754069342565
8,0.010216191319349298,0.0045739249041360916,0.0841087695104488,0.01005784737790337,0.011399834854907741,0.013937026680762124,0.060416958690884294,2.0612794735303862e-07,0.05276583021144243,0.08805665993855126,0.08675501372115653,0.1345745139112041,0.09165819553187451,0.4651229994138183,1.9420641758844086,0.9824139108854332,0.25644088579499164,0.7790808952751079,0.27662376231944463,0.2805510919562708,0.08417693920318835,0.5622562802240084,0.23564141353649992,17.24633069766897,8.705613792839524e-51,0.005200008141361041,7.234021235989469,0.010015517000891695,0.011356061834702969,0.013875617812554438,0.06021480482683281,0.07875065353859743,0.009306006399953826,0.0016201813922652845,0.08513483232889124,9.559569929544447e-06,1.6280115041885197,0.013334563217018525
9,0.00906010736702106,0.004058682200698784,0.07266319987631958,0.008864977203767476,0.010048253439570408,0.012112275608230274,0.05341218150566201,1.826200070022748e-07,0.051884812970875244,0.09036672187538239,0.08907432400920395,0.15380847884676738,0.08920403038536551,0.39920125375475884,1.6546012537547594,0.8408218806321386,0.24763531756959403,0.746715438250447,0.2668663668220939,0.2691392155646228,0.08093095270838312,0.5407548939104094,0.22672987209140374,17.284756872126867,2.8536680735989724e-50,0.005200026687081042,7.249065098748791,0.00882893236467924,0.010010978971856845,0.012060716191095252,0.05323953049771033,0.08110842149989082,0.009258300375491565,0.001720995270665429,0.08735332873853853,8.617497702912992e-06,1.61934509656448,0.013270076282400421
10,0.006760618086625539,0.0030325079175550856,0.051570769646833076,0.006534594089919642,0.007410807215308367,0.008691682205553813,0.040042717809440034,1.3601236157018028e-07,0.04996353634930944,0.09587355761299599,0.09466546021896688,0.21344964385802287,0.07742758840925379,0.2569725775570408,1.0415975775570425,0.5367213663355616,0.212624575593797,0.6269274575157069,0.22800367186546808,0.22647125086384898,0.06851434360515678,0.4581124406719037,0.19239784297081033,17.40345366577537,3.06627834618234e-49,0.005200286753808319,7.282695940919944,0.006509996936879439,0.007385357929028408,0.008657429646006283,0.039922898689420595,0.08671306149512514,0.009160496117870842,0.0019732152385050963,0.09269224498046179,6.673270644026408e-06,1.5998242259624467,0.013141463172996509
11,0.005772532585614214,0.0025919495703302137,0.04313419141699202,0.0055520192745194125,0.006299993508749732,0.007303363909711769,0.03447489519327981,1.1607077042937673e-07,0.04905910846762445,0.09877813065838412,0.0976408716500506,0.2544618935776773,0.06719871223832362,0.1906775807696544,0.7613139444060169,0.3960254620635717,0.18436346476756024,0.535296622914411,0.19685862670873516,0.1936267989642323,0.05880909765290627,0.3933599236544528,0.1654190761681464,17.484337609640715,8.483164976674102e-49,0.0052007933330209385,7.299194898625247,0.005531896902266049,0.006279162666248795,0.007275651328454376,0.03437557100551474,0.08965945797905725,0.009118672679326867,0.0021123366541462765,0.09552853499590433,5.803245694322518e-06,1.5902626296353957,0.013094609068576239
