,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,pH,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0,0.021599363628184636,0.007846142451835767,0.25315133914829996,0.013240765656807554,0.025478771821591632,0.034471102046426005,0.09774687922992835,4.209870832458428e-07,0.05791359753828954,0.0435100112787204,0.035283836022207075,7.760650925918388,5.792643787992959,1.3294113444242204,0.7925089448443292,0.30343197546487977,1.348406179469145,0.3379104939265708,0.04138574816377832,0.20697024714211984,0.15561657806287144,0.5609826927039927,0.29676814017892345,13.005757230037398,9.099162023374044e-69,9.325933954329038e-05,6.778704961304723,0.013072748817473003,0.025182933263324804,0.03402395675226448,0.09677080219432838,0.0328855719550823,0.0106244393236381,0.00026897430763667287,0.0350148617145704,1.6891936769044484e-05,1.6072624703610268,0.014751944454927104
1,0.018539720112992344,0.006498232105106935,0.20167765870809412,0.010976073673345957,0.020991911853141754,0.02757207891656133,0.07406751251284828,3.5793512030649355e-07,0.05625540855053951,0.046783907521345244,0.038267815812539074,7.901526265606352,4.987942268134815,1.1523568961584048,0.6890287907581533,0.26990844505677086,1.353797807746607,0.35622231604802834,0.04548879333325145,0.21393303159243773,0.15785393185284297,0.574286520812916,0.3017964278689201,13.379242469219365,1.1267685655668777e-68,0.00011548502155799866,6.825665099653319,0.01085061178797734,0.020772328479194902,0.027250409379772498,0.07340876755354453,0.036257303022158,0.010526604499187239,0.0003227245802481448,0.03794509123229093,1.4744162168174756e-05,1.5896868766862915,0.014629851068495112
2,0.017363994334321804,0.005980641578514618,0.1839337013346702,0.01012255601677628,0.019314109801428864,0.025138879056114154,0.06666916381898141,3.3379602713116795e-07,0.055567820143853766,0.0482530880581546,0.03966389382224378,7.963190055632018,4.6661536519019124,1.0807915881226808,0.6471545697069082,0.2557868566634455,1.352557504308186,0.36419766793576536,0.046798414279816264,0.2166895256041749,0.1584553162374422,0.5785991322337944,0.3032015245884417,13.54001332434363,1.233650790854637e-68,0.00012643961904032562,6.8453661537139165,0.010011839304275509,0.019120776979806974,0.02485839125424235,0.06610409815984747,0.03776636960179938,0.010486718456355218,0.00034861546077198977,0.039315278361471785,1.390415437793606e-05,1.5822782190376268,0.014578461507121554
3,0.0163552834218257,0.005537221099475909,0.16951731693917765,0.009397841849739661,0.017895206665097543,0.023138686379551326,0.06088418169053358,3.1312885297811025e-07,0.05495605064948687,0.049640489310589536,0.041003787159805266,8.02027116003468,4.384619000262472,1.0178311896933223,0.6102887265038429,0.2430935812860129,1.3495782066104038,0.3715564029090635,0.04778257526872664,0.21909279094703987,0.15882134707042872,0.5818539275957466,0.30410363098413795,13.687361248750735,1.3390982734590999e-68,0.0001372471665473746,6.863290721487279,0.00929911770504731,0.017723152746331287,0.022890820020930673,0.06039021278106019,0.03918911070907319,0.01045137860151635,0.0003739566538976594,0.04062983050590761,1.3175421346070381e-05,1.5756345070804059,0.014531359313923806
4,0.015479492428813448,0.005153062296195497,0.157567264564867,0.008774455491620986,0.0166788935799727,0.02146405201794606,0.05622642260354948,2.9521929837576686e-07,0.05440874208252981,0.05095826579843594,0.04229168008652162,8.073434993100875,4.136222219958722,0.9620169884860597,0.5775849296792238,0.2316309890055653,1.3453113480787349,0.37838888644842483,0.04851981649856052,0.22120998710503778,0.15900745661794488,0.5842942504350603,0.3046211474119086,13.823338882852003,1.4428621377539866e-68,0.00014788215626152816,6.879760265008997,0.008685659643292508,0.016524405180147205,0.021242605169610254,0.055788164160387434,0.04053858461633808,0.01041968118209786,0.0003987941311348483,0.04189288595538677,1.2535985602111347e-05,1.5696573544637553,0.014489860317584301
5,0.014711249824429569,0.00481703463486002,0.14749456242301698,0.00823226111161417,0.015624164753606304,0.02004041358317095,0.05238948899322359,2.7953719857251425e-07,0.05391656159511741,0.05221492504169856,0.04353091813630668,8.123198623172565,3.9154319207780834,0.9122010301627888,0.5483770175755729,0.22123419846194517,1.3400959853138457,0.3847656866567792,0.0490665779779978,0.22309236192667814,0.15905524338874186,0.5860997468534906,0.30484250526067586,13.949543808148862,1.5447377299196813e-68,0.00015832361275669611,6.894995806690583,0.00815180338021219,0.015484391632007002,0.019840749953776268,0.05199597765539254,0.0418238511024236,0.010391073939274952,0.0004231499925052636,0.04310776814380143,1.1969393094530974e-05,1.5642563819630078,0.014452960527340618
6,0.014031285390579335,0.0045206540921564845,0.13888335490970474,0.007756160151528792,0.014700441632254813,0.01881441073848894,0.04916981615321384,2.656807720617909e-07,0.053471757251699246,0.0534166770371637,0.04472426967052822,8.16997187970183,3.7178834974518424,0.8674679208227868,0.5221335695532521,0.2117651914610837,1.3341891977458822,0.39074292815769346,0.04946446850847824,0.22477961692143603,0.15899632610426126,0.5874056952972101,0.30483471762277425,14.067242390349515,1.6445623146281779e-68,0.00016855485692641574,6.909160623346309,0.007682789165736983,0.014573148033561797,0.01863297619336129,0.04881296564798695,0.04305154265636101,0.010365134380802686,0.00044703742199000095,0.04427723224853821,1.1463094097043735e-05,1.5593538710288357,0.014419860433350395
7,0.013424699874842605,0.0042573360055012935,0.13143194113265508,0.007334604840829186,0.013884449991523343,0.017746849942863522,0.04642627228864494,2.5333995838530716e-07,0.05306794520710273,0.05456842622599437,0.0458741047366622,8.214085647063863,3.54008683343869,0.827078994296566,0.4984255354420199,0.20310792692846596,1.3277873945659047,0.39636601706510666,0.049744804516520434,0.22630293295795684,0.1588549965540784,0.5883155899990838,0.30464917871851793,14.177455470752948,1.7422115008536107e-68,0.0001785631396572099,6.922374874279387,0.007267317911961607,0.01376784963556708,0.017580861115023338,0.046099949453413835,0.044226758905215505,0.01034166732077886,0.00047045420925898935,0.04540365052740321,1.1007296275825593e-05,1.5548787436943803,0.014388043667585818
8,0.0123872415494724,0.003810158159042954,0.1191665399422375,0.006621073279688202,0.012507367385463887,0.015976207476730075,0.04199076305225157,2.322824489471291e-07,0.05236279726752683,0.05673573143089681,0.04805139521677989,8.295376665065184,3.232966052345535,0.7570299966866515,0.4572766378162844,0.18785123120026312,1.3140681080632943,0.4066928248988757,0.050043349101199154,0.2289520902261296,0.1583963077625269,0.5892505952466516,0.30389538508487124,14.37862609302201,1.930652206508969e-68,0.0001978768475649781,6.946363333741272,0.006563658170027557,0.012408075713205942,0.015834893126248497,0.04171224600097288,0.046435279112458296,0.010300452318438506,0.0005159226428634257,0.04753547257391646,1.0218103248575382e-05,1.5470255427906288,0.014333023266673961
9,0.011530547718440875,0.0034450129848256172,0.10946933807064566,0.0060397152944425825,0.01138916858555014,0.014564912184008188,0.03854933133990853,2.1494753793611584e-07,0.05176772899384359,0.05873998177922417,0.050077441090819026,8.368763439466797,2.977002798730704,0.6983803953612471,0.42279337797784633,0.1748420913548242,1.2997791789585509,0.4159782207517056,0.05009751345381604,0.23118646271473303,0.1577859837771287,0.5893619002621063,0.30280701103482943,14.558219803491328,2.1096677992820213e-68,0.00021622455464732223,6.967593476577054,0.0059899223697105364,0.011303204429754294,0.014442339179713985,0.03830639472793036,0.04847460183635562,0.010265379942868547,0.0005595970539315093,0.049517844036887526,9.556556581064035e-06,1.5403610443487066,0.014288410202991902
