q_ch4,q_co2,q_gas,q_h2
1804.677237,1006.329303,2964.981608,0.049957542
1797.380456,1001.611102,2952.346611,0.049750829
1816.857744,1014.136986,2986.000563,0.050284677
1804.66974,1006.330237,2964.974692,0.049942803
1811.429349,1010.664601,2976.640873,0.050125084
1801.613887,1004.357082,2959.686198,0.049848735
1813.933519,1012.273168,2980.965662,0.050184557
1803.013514,1005.266956,2962.114857,0.049877778
1812.865475,1011.593292,2979.127609,0.050145391
1802.352784,1004.843744,2960.974976,0.049849913
1813.46586,1011.982381,2980.168091,0.050152311
1802.649785,1005.040245,2961.493931,0.049848526
1813.289062,1011.873527,2979.867701,0.050137797
1802.497995,1004.946352,2961.235562,0.049834765
1813.479879,1012.00022,2980.20157,0.05013345
1802.557493,1004.989177,2961.343154,0.049826861
1813.495913,1012.014912,2980.233872,0.050124301
1802.516278,1004.966831,2961.276303,0.049816197
1813.593751,1012.082018,2980.40731,0.050117429
1802.521984,1004.974846,2961.290723,0.049806849
1813.65215,1012.12385,2980.512698,0.05010949
1802.504925,1004.968131,2961.265712,0.049796895
1813.728195,1012.176987,2980.648531,0.050102058
1802.497994,1004.967971,2961.258244,0.049787242
1813.795093,1012.224262,2980.76858,0.050094396
1802.485649,1004.96431,2961.241403,0.049777462
1813.865613,1012.273858,2980.894878,0.050086854
1802.475374,1004.961991,2961.228149,0.04976776
1813.933459,1012.32174,2981.016564,0.05007926
1802.463476,1004.958624,2961.212086,0.049758036
1814.00185,1012.369971,2981.139188,0.050071702
1802.451748,1004.955371,2961.196322,0.049748338
1814.06933,1012.41762,2981.260243,0.050064141
1802.439492,1004.951778,2961.179646,0.049738648
1814.136297,1012.46494,2981.380413,0.050056586
1802.42694,1004.947997,2961.16246,0.049728972
1814.202752,1012.511934,2981.4997,0.05004904
1802.413989,1004.943961,2961.144586,0.049719308
1814.268783,1012.558657,2981.618258,0.050041504
1802.400806,1004.939778,2961.126315,0.049709659
1814.334073,1012.604904,2981.735536,0.050033969
1802.387207,1004.935327,2961.107324,0.049700022
1814.398961,1012.650894,2981.85212,0.050026445
1802.373282,1004.930669,2961.087773,0.049690399
1814.463371,1012.696579,2981.967882,0.05001893
1802.359106,1004.92585,2961.067787,0.049680792
1814.527058,1012.741799,2982.082393,0.050011417
1802.344531,1004.920775,2961.047113,0.049671196
1814.590324,1012.786749,2982.196179,0.050003916
1802.32963,1004.915491,2961.025876,0.049661615
1814.65311,1012.831392,2982.309136,0.049996423
1802.314482,1004.910049,2961.004215,0.04965205
1814.715156,1012.875558,2982.420815,0.049988933
1802.298935,1004.904349,2960.981862,0.049642497
1814.776772,1012.919448,2982.531751,0.049981453
1802.283064,1004.89844,2960.958948,0.049632959
1814.837891,1012.963019,2982.641828,0.049973983
1802.266943,1004.892371,2960.935603,0.049623437
1814.898254,1013.006102,2982.750598,0.049966514
1802.250418,1004.88604,2960.911559,0.049613927
1814.958168,1013.048896,2982.858591,0.049959056
1802.233564,1004.879497,2960.886945,0.049604432
1815.017566,1013.091356,2982.96569,0.049951607
1802.216455,1004.872788,2960.861889,0.049594954
1815.076183,1013.133312,2983.071438,0.049944159
1802.198933,1004.865812,2960.836117,0.049585488
1815.134327,1013.174962,2983.176368,0.049936722
1802.181073,1004.858615,2960.809758,0.049576036
1815.191927,1013.216261,2983.280356,0.049929292
1802.163038,1004.851304,2960.783094,0.049566603
1815.248651,1013.256993,2983.382827,0.049921862
1802.144698,1004.843794,2960.755901,0.049557186
1815.304784,1013.297342,2983.484274,0.049914439
1802.12596,1004.836024,2960.728015,0.049547781
1815.360378,1013.337342,2983.584786,0.049907024
1802.106964,1004.828085,2960.699682,0.049538394
1815.415108,1013.376782,2983.683801,0.049899609
1802.087522,1004.819855,2960.670573,0.049529018
1815.4693,1013.415871,2983.781881,0.049892202
1802.067716,1004.811387,2960.64083,0.049519656
1815.522871,1013.454558,2983.878886,0.049884802
1802.047609,1004.802721,2960.610564,0.04951031
1815.57555,1013.492665,2983.974343,0.049877401
1802.027042,1004.793754,2960.579497,0.049500975
1815.627635,1013.530386,2984.068769,0.049870008
1802.006083,1004.784529,2960.547745,0.049491654
1815.679053,1013.567672,2984.162037,0.049862619
1801.984798,1004.77509,2960.515427,0.049482348
1815.729313,1013.604206,2984.253295,0.049855222
1801.963117,1004.76539,2960.482417,0.049473055
1815.779063,1013.640408,2984.343669,0.049847835
1801.94055,1004.755112,2960.447868,0.049463762
1815.829035,1013.676747,2984.43442,0.049840478
1801.918515,1004.745174,2960.414236,0.049454507
1815.876111,1013.711213,2984.520157,0.049833065
1801.895168,1004.734381,2960.378326,0.049445241
1815.923632,1013.745959,2984.606655,0.049825688
1801.871388,1004.723302,2960.341658,0.049435987
1815.970964,1013.780579,2984.692823,0.04981833
1801.847904,1004.71241,2960.305501,0.049426766
1816.015451,1013.813355,2984.77406,0.049810917
1801.823135,1004.700679,2960.267108,0.049417534
1816.060231,1013.846314,2984.855797,0.049803536
1801.797848,1004.688607,2960.227811,0.049408311
1816.104761,1013.879105,2984.937094,0.049796172
1801.77282,1004.676696,2960.188958,0.049399121
1816.146335,1013.909981,2985.013271,0.049788751
1801.74644,1004.663902,2960.147753,0.049389917
1816.188082,1013.94096,2985.089737,0.049781358
1801.719473,1004.650721,2960.105525,0.049380721
1816.229473,1013.971702,2985.165579,0.049773979
1801.692703,1004.637661,2960.06363,0.049371555
1816.267786,1014.000449,2985.236087,0.04976654
1801.664502,1004.623665,2960.019247,0.049362375
1816.306114,1014.029196,2985.306611,0.049759126
1801.635624,1004.609223,2959.973683,0.049353199
1816.343953,1014.057619,2985.37628,0.049751721
1801.606861,1004.594848,2959.928311,0.049344052
1816.37856,1014.083947,2985.440346,0.049744252
1801.57657,1004.579474,2959.88028,0.049334886
1816.412984,1014.110144,2985.504084,0.049736802
1801.545486,1004.563576,2959.830865,0.049325724
1816.446743,1014.135904,2985.566662,0.049729357
1801.514408,1004.547675,2959.781452,0.049316585
1816.477077,1014.159442,2985.623302,0.049721843
1801.481678,1004.530692,2959.729165,0.049307426
1816.506969,1014.182681,2985.679164,0.04971434
1801.447999,1004.513085,2959.675224,0.049298265
1816.535966,1014.205332,2985.733465,0.049706836
1801.414183,1004.495378,2959.621035,0.049289124
1816.561283,1014.225595,2985.781386,0.049699256
1801.37855,1004.476484,2959.563685,0.049279958
1816.58582,1014.24534,2985.827941,0.049691678
1801.341764,1004.456831,2959.504324,0.049270784
1816.609145,1014.26429,2985.872386,0.049684091
1801.30464,1004.436947,2959.444367,0.049261625
1816.628447,1014.280629,2985.909856,0.049676418
1801.265478,1004.415731,2959.380865,0.049252435
1816.64651,1014.296151,2985.945164,0.049668734
1801.22488,1004.393572,2959.314861,0.049243229
1816.662915,1014.310587,2985.977586,0.049661029
1801.183662,1004.370997,2959.247767,0.04923403
1816.674815,1014.3221,2986.002196,0.049653224
1801.140092,1004.346885,2959.176584,0.049224792
1816.684833,1014.332377,2986.023529,0.049645392
1801.094686,1004.321567,2959.102202,0.049215527
1816.692534,1014.341141,2986.040835,0.04963752
1801.048239,1004.295561,2959.026002,0.049206257
1816.695015,1014.346516,2986.049087,0.049629529
1800.998975,1004.267713,2958.944902,0.049196935
1816.694666,1014.35004,2986.052418,0.049621485
1800.947278,1004.238271,2958.859568,0.049187569
1816.690979,1014.351387,2986.049949,0.049613373
1800.893884,1004.207712,2958.771274,0.049178182
1816.680934,1014.348604,2986.036451,0.049605111
1800.836931,1004.174826,2958.676791,0.049168721
1816.66656,1014.342999,2986.015433,0.049596755
1800.776592,1004.139726,2958.576418,0.049159191
1816.647136,1014.334104,2985.985647,0.049588284
1800.713451,1004.102787,2958.471166,0.049149609
1816.619371,1014.319793,2985.941393,0.049579609
1800.645456,1004.062678,2958.357475,0.049139917
1816.584656,1014.300956,2985.885073,0.049570768
1800.572389,1004.019256,2958.234966,0.049130111
1816.541694,1014.276756,2985.814439,0.049561725
1800.494444,1003.972643,2958.103972,0.049120195
1816.48646,1014.244586,2985.722522,0.049552371
1800.40907,1003.921182,2957.960067,0.0491101
1816.418928,1014.204424,2985.609268,0.049542705
1800.315153,1003.864147,2957.801318,0.049099795
1816.336078,1014.154309,2985.46944,0.049532645
1800.211734,1003.800909,2957.626053,0.049089255
1816.231418,1014.09004,2985.291795,0.049522013
1800.09461,1003.728738,2957.42698,0.049078363
1816.100523,1014.00874,2985.068653,0.049510689
1799.959794,1003.645036,2957.197178,0.049067012
1815.933439,1013.903961,2984.782768,0.049498401
1799.801695,1003.546165,2956.926939,0.049055048
1815.711653,1013.763712,2984.402062,0.049484644
1799.608035,1003.42414,2956.594954,0.049042136
1815.40664,1013.569519,2983.877113,0.049468642
1799.358668,1003.265861,2956.166262,0.049027727
1793.171325,999.2478833,2945.434152,0.048855231
1799.444879,1003.259908,2956.250654,0.049021863
1793.559427,999.4877975,2946.094583,0.048857619
1808.098133,1008.836099,2971.214226,0.049249713
