q_ch4,q_co2,q_gas,q_h2
1728.911181,908.378056,2782.269124,0.04626297
1725.326515,906.1976888,2776.204037,0.04573328
1704.20561,893.4130273,2740.534591,0.044767054
1703.015453,892.5861925,2738.412227,0.044363409
1682.809418,880.2923301,2704.219189,0.043514083
1684.463881,881.0620715,2706.769462,0.043288784
1666.406641,869.9828823,2676.11343,0.042622656
1671.176824,872.5054464,2683.786513,0.042610995
1656.066688,863.1164212,2658.008689,0.042164086
1663.767736,867.2971955,2670.510797,0.042368104
1652.147199,859.938673,2650.540905,0.042145833
1661.488776,865.0443462,2665.742683,0.042519015
1655.016729,860.7330505,2654.396527,0.042542752
1662.003825,864.4269793,2665.635492,0.042961873
1667.829744,867.4488882,2674.945406,0.043396537
1669.441927,867.9748419,2677.195455,0.04376064
1677.211652,872.1882256,2689.804036,0.044319702
1682.227407,874.7934204,2697.822775,0.044834332
1690.473437,879.3588157,2711.302379,0.045457674
1697.432569,883.1996165,2722.66539,0.046063964
1701.795133,885.5303235,2729.707684,0.046611338
1715.628616,893.5722158,2752.72206,0.047426912
1722.212721,897.3368639,2763.609536,0.048047771
1731.724144,902.9031323,2779.4715,0.048751615
1740.332229,907.9835683,2793.871652,0.04942899
1749.717937,913.5865538,2809.639059,0.050124765
1758.541086,918.9081621,2824.51826,0.05079833
1766.001532,923.4616287,2837.155694,0.051423792
1777.51097,930.51263,2856.678566,0.052157207
1784.464713,934.8654936,2868.571252,0.052745562
1793.862204,940.7395695,2884.633834,0.053393282
1801.165467,945.3864065,2897.20263,0.053965392
1811.199123,951.7264906,2914.423446,0.054606397
1816.778653,955.3887656,2924.143252,0.055100971
1828.798127,962.9959265,2944.784012,0.055780044
1833.467995,966.1442179,2953.006096,0.056223745
1844.254907,973.0395053,2971.60096,0.056840888
1849.844842,976.773783,2981.406291,0.057278998
1858.880586,982.6284452,2997.064452,0.057798134
1863.564669,985.8247566,3005.351052,0.058149025
1873.761078,992.4165866,3023.003946,0.058631866
1876.692826,994.5484335,3028.328283,0.058841165
1882.86621,998.6719158,3039.155031,0.059101282
1886.801998,1001.415515,3046.177989,0.059238506
1889.712094,1003.51748,3051.447744,0.059291254
1891.556235,1004.949265,3054.892003,0.05926035
1892.348544,1005.71674,3056.531827,0.059149725
1892.064252,1005.801865,3056.32223,0.058963955
1891.036441,1005.40885,3054.828133,0.058720629
1889.548856,1004.711867,3052.530993,0.058436763
1886.365345,1002.944922,3047.325704,0.058082439
1883.157883,1001.141465,3042.05678,0.057716377
1878.974674,998.7162673,3035.108119,0.057314503
1874.616229,996.1667283,3027.844368,0.056904815
1869.591045,993.1934395,3019.433887,0.05647487
1864.362674,990.0859303,3010.66849,0.056041057
1858.668247,986.6856182,3001.104996,0.055597778
1852.806699,983.1796503,2991.254498,0.055156124
1846.639091,979.4854319,2980.884026,0.054713868
1840.373554,975.7335797,2970.349771,0.05427912
1833.949305,971.8891206,2959.551027,0.053851917
1827.508768,968.0414604,2948.731579,0.053437907
1821.03075,964.1793594,2937.857317,0.053037644
1814.621402,960.3693657,2927.109861,0.052655403
1808.290374,956.6186794,2916.506943,0.052292522
1802.111026,952.9733241,2906.174126,0.051951805
1796.095809,949.441992,2896.133666,0.051633786
1790.354604,946.092473,2886.572444,0.051341234
1784.602613,942.7520032,2877.009236,0.051065137
1779.956003,940.1020969,2869.334818,0.050836217
1773.723381,936.5021847,2858.992909,0.050576302
1768.774315,933.6993492,2850.839268,0.050366219
1764.207983,931.1461669,2843.35068,0.05017933
1759.847561,928.7335873,2836.226476,0.050009672
1755.824603,926.5401074,2829.687616,0.049859885
1752.050955,924.5106918,2823.5835,0.049726157
1748.591469,922.6831911,2818.022177,0.04960885
1745.388986,921.0213535,2812.905403,0.049504759
1742.465474,919.5369759,2808.268706,0.049412743
1738.041384,917.1466493,2801.100492,0.049280127
1738.392955,917.6620376,2802.012452,0.049281644
1733.956274,915.2774555,2794.836942,0.049142852
1732.513066,914.7108417,2792.722705,0.049081788
1728.772185,912.7515337,2786.726368,0.048947095
1728.515722,912.9069703,2786.620047,0.048901741
1724.688688,910.8946575,2780.47723,0.048745522
1722.612602,909.939604,2777.288495,0.048627984
1719.348532,908.2599045,2772.087675,0.048463907
1717.425917,907.3901719,2769.150065,0.048321784
1712.729427,904.833212,2761.519336,0.048083627
1711.524631,904.3899782,2759.78546,0.047923968
1706.216539,901.4546832,2751.113112,0.047629214
1701.603311,898.9305651,2743.604201,0.047334974
1697.244141,896.548774,2736.512185,0.047032583
1693.485907,894.5144706,2730.417868,0.046737167
1687.807206,891.2920085,2721.052938,0.046384885
1683.663831,888.9640479,2714.244271,0.046076677
1678.858907,886.1933605,2706.273696,0.045758806
1675.335097,884.1438853,2700.409728,0.045492166
1671.966267,882.1258787,2694.74189,0.045254482
1670.266433,881.0471746,2691.818347,0.045094622
1669.094826,880.2144673,2689.709432,0.044988489
1669.398944,880.1976247,2690.011663,0.044967573
1670.909204,880.8363347,2692.272727,0.045029966
1673.754197,882.212477,2696.714048,0.045183639
1677.960542,884.3491838,2703.387917,0.045432288
1683.730668,887.3787281,2712.646388,0.045782452
1690.666771,891.0719461,2723.8297,0.046222285
1699.013665,895.5888967,2737.363671,0.046755344
1708.453531,900.7507706,2752.725647,0.047368053
1718.991232,906.5735456,2769.937382,0.048054358
1730.372823,912.9161158,2788.583107,0.048800202
1742.510986,919.7368254,2808.526992,0.049595766
1755.188649,926.9137215,2829.412271,0.050427541
1768.285654,934.3817538,2851.044015,0.051284925
1781.608676,942.0295849,2873.101686,0.052155234
1793.114856,948.6124312,2892.127493,0.052970884
1809.574831,958.2763227,2919.602771,0.05392463
1820.438198,964.5733169,2937.650213,0.054695828
1833.80937,972.4604742,2960.006453,0.05551926
1844.570216,978.800831,2977.990226,0.056235561
1858.151471,986.9310248,3000.821132,0.057006381
1867.937331,992.7757957,3017.257139,0.057627211
1878.729978,999.2840806,3035.448831,0.058243881
1887.396838,1004.517557,3050.064405,0.058758558
1896.274928,1009.913539,3065.072472,0.059243009
1903.516859,1014.324116,3077.323853,0.059639057
1910.480395,1018.584842,3089.124673,0.059988724
1916.155144,1022.064909,3098.749534,0.060260773
1921.151575,1025.137571,3107.232755,0.060476052
1925.526322,1027.834892,3114.667641,0.060638902
1934.140555,1033.185,3129.348025,0.060904961
1928.212298,1029.479174,3119.219946,0.060685054
1936.064407,1034.348485,3132.593519,0.060872133
1934.168642,1033.152278,3129.342966,0.060727472
1937.479648,1035.191917,3134.967754,0.060722659
1935.988769,1034.233976,3132.393286,0.060545447
1937.196895,1034.945469,3134.411135,0.060432894
1935.306879,1033.714187,3131.12968,0.060206346
1935.162415,1033.553415,3130.808609,0.060019623
1934.275648,1032.913327,3129.203284,0.059798528
1930.788924,1030.63196,3123.139264,0.05948945
1929.664533,1029.798737,3121.081056,0.059248585
1926.99634,1027.985777,3116.36988,0.058957438
1924.738524,1026.409676,3112.339094,0.05867592
1921.159427,1023.999403,3106.042233,0.058349353
1918.999768,1022.463339,3102.156641,0.058058309
1913.640522,1018.938741,3092.816588,0.057661116
1912.515502,1018.04002,3090.6887,0.057381607
1903.57309,1012.29784,3075.249726,0.056859252
1904.016168,1012.366404,3075.78738,0.056610742
1893.005003,1005.353181,3056.836487,0.056018463
1894.424812,1006.020164,3059.030273,0.055793827
1881.372945,997.7574311,3036.619303,0.055146422
1884.055974,999.1960087,3040.952669,0.054966458
1869.336252,989.9204008,3015.722191,0.054288176
1873.246315,992.1074924,3022.132997,0.054162568
1857.48597,982.2133307,2995.156964,0.053482314
1862.396292,985.0120019,3003.262925,0.053412953
1846.262627,974.9165565,2975.681717,0.052757377
1852.076295,978.2721726,2985.323588,0.052747039
1835.845959,968.1510636,2957.612821,0.052127463
