q_gas,q_ch4,q_co2,q_h2,p_gas,p_gas_h2,p_gas_ch4,p_gas_co2,HRT,Qin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,242.85714285714286
2481.020504622933,1547.9198455050307,803.0855054318746,0.04134962070259237,1.0626204100924586,1.7710031346489892e-05,0.6629736505425602,0.3439613044435618,,
2282.801360885978,1427.4967720869772,735.2340639469141,0.03304247112943677,1.0586560272177195,1.532354580416467e-05,0.662005940375467,0.34096701822145825,,
2102.744998279793,1318.1732475763706,673.5980166342146,0.026832134752003026,1.0550548999655958,1.3463056751911042e-05,0.6613950550336578,0.337978636800196,,
1921.9185737631262,1208.1687113316586,611.9732090068942,0.02188003826486996,1.0514383714752624,1.197007621191068e-05,0.660961894874996,0.33479676144906434,,
1754.7908274217039,1105.9815905275047,555.5886775720047,0.017965724848407656,1.048095816548434,1.0730510303921948e-05,0.6605771241206134,0.33184021684252657,,
1576.132306800626,996.1514334496025,495.9664220906143,0.014614795391213947,1.0445226461360124,9.685408191241529e-06,0.6601620477731757,0.3286831678796555,,
1401.8488788604566,888.3994432852734,438.4760161207897,0.011849689906565328,1.041036977577209,8.799782595386219e-06,0.6597406362879709,0.32561979643165273,,
1245.495902767868,791.211397934408,387.4733374498809,0.009658696648837017,1.0379099180553573,8.048888017244954e-06,0.6593407135018252,0.32289341059052484,,
1104.5498380537367,703.1940289974291,341.9446196123858,0.007910891794689033,1.0350909967610746,7.413420916762025e-06,0.6589741660493311,0.32044167221583664,,
1010.0283105019537,643.9265938656168,311.675744159948,0.0067238364152414085,1.033200566210039,6.878095909884562e-06,0.6586996764962165,0.31882626654292245,,
909.8317774569708,580.9625894428361,279.74748718841664,0.005672221117153687,1.0311966355491393,6.428853637590484e-06,0.6584587200150871,0.31706374160542466,,
815.653637057745,521.6461824519033,249.89013177598966,0.004797749120484633,1.0293130727411548,6.0545134173141595e-06,0.6582907383091197,0.31534853484362774,,
734.1120249860888,470.18313415364855,224.15922566499322,0.004103933715357981,1.0276822404997217,5.745090193204991e-06,0.6582086116371124,0.313800138697426,,
666.7463142952635,427.60023246182004,202.9786236626611,0.0035677064929778538,1.0263349262859052,5.491836553083115e-06,0.6582129419454005,0.31244874742896156,,
611.8809955936056,392.8845325633231,185.76975566424392,0.003155462174636978,1.025237619911872,5.287136801018442e-06,0.6582979467676398,0.31126664093244116,,
567.3611793618361,364.70289670646315,171.822425281978,0.002838284852672781,1.0243472235872366,5.124406311787639e-06,0.6584560475140213,0.3102183065919133,,
531.4411469338643,341.968913586852,160.56841024288744,0.002594820083955264,1.0236288229386772,4.997980761559871e-06,0.6586792131473587,0.30927686673556676,,
502.73704950069,323.81771676334824,151.5613608583962,0.0024093757360424987,1.0230547409900137,4.903006993482384e-06,0.6589592922986874,0.30842280060934263,,
480.1065330735543,309.5325547102578,144.43598317574114,0.0022701674169183206,1.022602130661471,4.835339404021945e-06,0.6592883623754073,0.3076411878716696,,
462.5901796218468,298.50941783558284,138.8877823490752,0.002168227185058888,1.0222518035924368,4.791442292044547e-06,0.6596590334477163,0.3069202336274384,,
449.3816491482283,290.23925462508566,134.6624448003937,0.002096685383177924,1.0219876329829645,4.768300031666824e-06,0.6600646230108764,0.30625049659706616,,
439.8059174125835,284.29493772292096,131.54817713343195,0.0020502560819049033,1.0217961183482516,4.763336788270293e-06,0.6604992164278397,0.3056243935086336,,
433.30008070880945,280.319599079673,129.36913788227616,0.0020248542270261834,1.021666001614176,4.7743464958356395e-06,0.6609576520210321,0.30503583017165803,,
429.39590020425464,278.0158921352247,127.97961154481297,0.0020173073626251624,1.021587918004085,4.799432941903369e-06,0.6614354638303981,0.30447990966575506,,
427.7041967027384,277.13630851186497,127.25889520479141,0.0020251377810389477,1.0215540839340547,4.836959250571322e-06,0.6619288048825713,0.3039526970172426,,
427.90124379586956,277.47468277259,127.10689900625049,0.0020463976980615727,1.0215580248759173,4.8855057582858634e-06,0.6624343653963805,0.30345102889878844,,
429.71715959871926,278.85891262329835,127.44042961462222,0.002079544408818932,1.0215943431919743,4.943835164622667e-06,0.6629492942535863,0.3029723600282334,,
432.92618168659925,281.14483994044014,128.1900995698134,0.002123345621420414,1.0216585236337319,5.010863848181253e-06,0.6634711279918022,0.3025146397030914,,
437.3386277021107,284.2111797103556,129.29778682865893,0.002176807544197703,1.0217467725540421,5.085638317478443e-06,0.6639977289877778,0.3020762128529567,,
442.7943251220645,287.955367827269,130.71456754931654,0.0022391201925656377,1.0218558865024412,5.167315883574006e-06,0.6645272330063294,0.301655741105238,,
449.1572711481595,292.29018129531806,132.39904165740276,0.0023096156640472296,1.021983145422963,5.255148770112046e-06,0.6650580053905053,0.30125213980869747,,
456.31132429585494,297.14100854293577,134.3159852550506,0.0023877362934255453,1.022126226485917,5.3484710054229365e-06,0.6655886050272398,0.3008645279126816,,
464.15672866946255,302.44364548119785,136.43526563542562,0.002473010257218975,1.0222831345733892,5.446687554932101e-06,0.6661177547088812,0.3004921881019629,,
472.60731823152156,308.14252187896,138.73096966071023,0.002565032878164895,1.0224521463646303,5.549265258077886e-06,0.666644317020521,0.3001345350038612,,
481.5882621194034,314.189270527047,141.18070144243734,0.0026634522523028845,1.022631765242388,5.655725217272841e-06,0.6671672746451411,0.2997910897970395,,
491.03424549172826,320.5415727045561,143.7650158974084,0.0027679581977018658,1.0228206849098345,5.765636359517221e-06,0.6676857142772794,0.2994614599212054,,
