q_gas,q_ch4,q_co2,q_h2,p_gas,p_gas_h2,p_gas_ch4,p_gas_co2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5917.100673682851,3639.7080639333144,1985.9777257800442,0.2636247015114443,1.131342013473657,5.0404702751781335e-05,0.6959074852014809,0.37971637849443424
6256.739839161629,3835.8206887745628,2114.58482886295,0.30853323313493763,1.1381347967832325,5.612386284579136e-05,0.6977565173463142,0.3846544104990824
6380.464435179223,3891.7268955581108,2177.0006425764836,0.3366032233315097,1.1406092887035844,6.0173168746563606e-05,0.695707952182396,0.3891734182774518
6668.8939606245,4026.6560780342156,2318.031806748411,0.3667069356866929,1.14637787921249,6.303664771206761e-05,0.6921791652873546,0.39846793220243315
6827.142727912727,4084.391376141117,2411.7532840723825,0.38695610733952873,1.1495428545582544,6.515502106044712e-05,0.6877229770612752,0.4060869774009288
6969.989127236664,4130.294374715048,2502.599076313185,0.4038581540469264,1.1523997825447332,6.67728514932578e-05,0.6828920752067825,0.4137731894114674
7101.056591616428,4167.777505268193,2590.616279850164,0.41815208376022694,1.1550211318323285,6.80144548676021e-05,0.6779091293320331,0.4213762429704378
7221.230087089736,4198.385176634674,2675.100821029532,0.4302384748839452,1.1574246017417946,6.895897090120779e-05,0.6729205734231657,0.4287673242727376
7331.020009484068,4223.229981697624,2755.4229506153547,0.440401027019994,1.1596204001896813,6.966261373399433e-05,0.6680303198100147,0.4358526726909425
7430.83930172338,4243.205396727754,2831.079592757292,0.44886256271237973,1.1616167860344675,7.01678863312551e-05,0.663313848583411,0.4425650244897352
7521.08991519963,4259.065171076693,2901.6976340286064,0.45580916481635797,1.1634217983039925,7.050817423979867e-05,0.6588259569153717,0.4488575881393908
7602.193571450811,4271.461174313009,2967.025468701782,0.46140255966940846,1.165043871429016,7.07104100089256e-05,0.6546057550900601,0.45469966085395686
7674.601851716056,4280.964712142596,3026.9212916441165,0.4657871749170695,1.166492037034321,7.079677108878068e-05,0.6506801713006986,0.46007332388754363
7738.795151170841,4288.078982688446,3081.3395856026627,0.46909425320183384,1.1677759030234167,7.078582058771615e-05,0.6470665275959814,0.4649708445318576
7795.278679632267,4293.248093455444,3130.3182168371327,0.47144438410329237,1.1689055735926452,7.069329922189345e-05,0.6437744988345693,0.46939263638386386
7844.575863040804,4296.863478059526,3173.9656384420978,0.4729489928557304,1.169891517260816,7.053268710750783e-05,0.6408076384974974,0.47334560100122086
7887.220180665666,4299.268592631334,3212.4483136213994,0.4737111602582285,1.1707444036133132,7.031560893418391e-05,0.638164591473192,0.476841751456197
7923.74720823803,4300.762961370509,3245.9789876338486,0.4738260826608393,1.1714749441647605,7.005213179337957e-05,0.6358400788959191,0.47989706806205806
7954.687249653236,4301.605843830443,3274.8059042601185,0.4733813341508574,1.1720937449930646,6.975098873671985e-05,0.6338257111489913,0.48253053778034655
7980.558563692785,4302.019558959176,3299.2029392386003,0.4724570261743812,1.1726111712738556,6.941975081284932e-05,0.6321106666423492,0.4847633398057034
8001.8617840156185,4302.192784457326,3319.4609067104516,0.4711259649885215,1.1730372356803123,6.906496444756339e-05,0.6306822671349651,0.4866181585059094
8019.07575503279,4302.283939782504,3335.8801444966075,0.46945385894260183,1.1733815151006557,6.869226543098885e-05,0.6295264693673629,0.48811860839287186
8032.654600859268,4302.424554421865,3348.764301595477,0.4674995874146704,1.1736530920171853,6.830647694316307e-05,0.6286282844687138,0.48928875599653837
8043.02654718555,4302.722891635168,3358.4155562173146,0.46531557173731525,1.173860530943711,6.79116972810534e-05,0.6279721381556193,0.49015273601582054
8050.595029855601,4303.268092917128,3365.131510828541,0.46294827384856285,1.174011900597112,6.75113803195305e-05,0.6275421796536651,0.49073446448813707
8055.742003854904,4304.134809175536,3369.203715076464,0.46043880883836996,1.174114840077098,6.71084101434549e-05,0.6273225421974956,0.49105744439446886
8058.50688036005,4305.235621549697,3370.7573146021173,0.457807424583899,1.174170137607201,6.67051371552912e-05,0.6272972372222597,0.49113845017279584
8058.5747809276745,4306.317523476958,3369.743289496903,0.4550538629867093,1.1741714956185534,6.630344563590396e-05,0.6274503152984646,0.49098713179946274
8056.849059759963,4307.698808013875,3366.709690541338,0.45223552418136437,1.1741369811951992,6.59049771459111e-05,0.6277675598517738,0.4906357712912895
8053.4617804466025,4309.339950202113,3361.8227001792584,0.4493687668213471,1.174069235608932,6.551096397445248e-05,0.6282346150318796,0.4901013645380877
8048.52759597926,4311.197985491284,3355.235254726997,0.44646714112215363,1.173970551919585,6.512238043874934e-05,0.6288379356480309,0.4893997488161253
8042.122867108536,4313.213891829416,3347.0796340858155,0.4435403750207895,1.1738424573421706,6.473993650038136e-05,0.6295643174683043,0.48854565486237583
8034.22911608479,4315.291873327958,3337.433948134843,0.44059255977247663,1.1736845823216957,6.436419562087437e-05,0.6304016809532171,0.48755079209786767
8024.809011995948,4317.330993630904,3326.363378273747,0.4376256472089701,1.1734961802399189,6.399554489173033e-05,0.6313385679688793,0.4864258716511577
7888.411733550826,4259.900656170573,3253.003820346368,0.4286715158358596,1.1707682346710164,6.362180509852622e-05,0.6322383439858504,0.48279852380507726
8021.602759355528,4330.539001880825,3310.0854368900227,0.4326080939509595,1.1734320551871105,6.328363794671845e-05,0.6334885226170461,0.48421250385712755
8010.9798624551695,4333.618298845923,3296.8212352734595,0.42974560287079805,1.1732195972491033,6.293686562396752e-05,0.6346646730485163,0.48282424225997295
7904.840127240042,4291.684211371375,3236.9791722608893,0.422472820315555,1.1710968025448008,6.258906708672092e-05,0.6358101589113139,0.4795563094914101
