S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.03964373,0.017492936,0.99219313,0.04613874,0.052719114,0.109737248,0.461334249,8.21E-07,0.063674968,0.053940968,0.058064948,0.035047429,0.060189661,1.501797932,6.523397932,3.220776898,0.223146498,0.713779323,0.196222575,0.251601427,0.071597543,0.456094932,0.194195845,17.04729486,5.07E-67,0.0052,1.16557E-07,0.045752414,0.052316233,0.108775479,0.458260614,0.043638526,0.010302443,0.000547888,0.057517059,3.11E-05,1.708291158,0.014616058
